카테고리: 모든 카테고리,,
,,
??fatigue covid: (미국),,
3/1/2020,0,0
3/2/2020,5,1
3/3/2020,0,0
3/4/2020,0,0
3/5/2020,0,0
3/6/2020,10,1
3/7/2020,0,0
3/8/2020,0,0
3/9/2020,0,0
3/10/2020,7,1
3/11/2020,0,0
3/12/2020,11,1
3/13/2020,0,0
3/14/2020,11,1
3/15/2020,11,0
3/16/2020,7,0
3/17/2020,23,1
3/18/2020,14,0
3/19/2020,23,1
3/20/2020,27,1
3/21/2020,21,0
3/22/2020,16,0
3/23/2020,17,1
3/24/2020,12,0
3/25/2020,23,1
3/26/2020,26,1
3/27/2020,15,0
3/28/2020,36,1
3/29/2020,48,1
3/30/2020,24,0
3/31/2020,24,0
4/1/2020,30,1
4/2/2020,46,1
4/3/2020,29,0
4/4/2020,35,1
4/5/2020,31,0
4/6/2020,22,0
4/7/2020,43,1
4/8/2020,22,0
4/9/2020,25,1
4/10/2020,16,0
4/11/2020,28,1
4/12/2020,31,1
4/13/2020,22,0
4/14/2020,20,0
4/15/2020,21,1
4/16/2020,34,1
4/17/2020,23,0
4/18/2020,17,0
4/19/2020,10,0
4/20/2020,28,1
4/21/2020,15,0
4/22/2020,15,0
4/23/2020,28,1
4/24/2020,21,0
4/25/2020,20,0
4/26/2020,17,0
4/27/2020,11,0
4/28/2020,26,1
4/29/2020,28,1
4/30/2020,23,0
5/1/2020,20,0
5/2/2020,20,0
5/3/2020,18,0
5/4/2020,15,0
5/5/2020,31,1
5/6/2020,39,1
5/7/2020,31,0
5/8/2020,17,0
5/9/2020,12,0
5/10/2020,23,1
5/11/2020,15,0
5/12/2020,33,1
5/13/2020,13,0
5/14/2020,26,1
5/15/2020,24,0
5/16/2020,21,0
5/17/2020,23,1
5/18/2020,20,0
5/19/2020,39,1
5/20/2020,26,0
5/21/2020,23,0
5/22/2020,20,0
5/23/2020,11,0
5/24/2020,27,1
5/25/2020,18,0
5/26/2020,27,1
5/27/2020,31,1
5/28/2020,29,0
5/29/2020,30,1
5/30/2020,10,0
5/31/2020,16,1
6/1/2020,23,1
6/2/2020,16,0
6/3/2020,22,1
6/4/2020,17,0
6/5/2020,29,1
6/6/2020,26,0
6/7/2020,16,0
6/8/2020,19,1
6/9/2020,28,1
6/10/2020,27,0
6/11/2020,32,1
6/12/2020,38,1
6/13/2020,24,0
6/14/2020,24,0
6/15/2020,39,1
6/16/2020,18,0
6/17/2020,37,1
6/18/2020,46,1
6/19/2020,29,0
6/20/2020,22,0
6/21/2020,25,1
6/22/2020,45,1
6/23/2020,45,0
6/24/2020,61,1
6/25/2020,40,0
6/26/2020,59,1
6/27/2020,56,0
6/28/2020,53,0
6/29/2020,53,0
6/30/2020,58,1
7/1/2020,60,1
7/2/2020,58,0
7/3/2020,39,0
7/4/2020,58,1
7/5/2020,67,1
7/6/2020,73,1
7/7/2020,64,0
7/8/2020,75,1
7/9/2020,78,1
7/10/2020,57,0
7/11/2020,74,1
7/12/2020,61,0
7/13/2020,62,1
7/14/2020,81,1
7/15/2020,89,1
7/16/2020,90,1
7/17/2020,87,0
7/18/2020,80,0
7/19/2020,76,0
7/20/2020,71,0
7/21/2020,73,1
7/22/2020,71,0
7/23/2020,56,0
7/24/2020,50,0
7/25/2020,73,1
7/26/2020,45,0
7/27/2020,79,1
7/28/2020,37,0
7/29/2020,54,1
7/30/2020,63,1
7/31/2020,90,1
8/1/2020,63,0
8/2/2020,75,1
8/3/2020,52,0
8/4/2020,65,1
8/5/2020,78,1
8/6/2020,66,0
8/7/2020,50,0
8/8/2020,75,1
8/9/2020,82,1
8/10/2020,67,0
8/11/2020,67,0
8/12/2020,53,0
8/13/2020,60,1
8/14/2020,47,0
8/15/2020,36,0
8/16/2020,42,1
8/17/2020,48,1
8/18/2020,50,1
8/19/2020,45,0
8/20/2020,47,1
8/21/2020,38,0
8/22/2020,48,1
8/23/2020,45,0
8/24/2020,53,1
8/25/2020,41,0
8/26/2020,41,0
8/27/2020,27,0
8/28/2020,28,1
8/29/2020,24,0
8/30/2020,52,1
8/31/2020,45,0
9/1/2020,29,0
9/2/2020,45,1
9/3/2020,42,0
9/4/2020,28,0
9/5/2020,31,1
9/6/2020,25,0
9/7/2020,37,1
9/8/2020,48,1
9/9/2020,42,0
9/10/2020,28,0
9/11/2020,41,1
9/12/2020,46,1
9/13/2020,26,0
9/14/2020,33,1
9/15/2020,29,0
9/16/2020,38,1
9/17/2020,44,1
9/18/2020,37,0
9/19/2020,39,1
9/20/2020,30,0
9/21/2020,31,1
9/22/2020,51,1
9/23/2020,50,0
9/24/2020,38,0
9/25/2020,17,0
9/26/2020,43,1
9/27/2020,48,1
9/28/2020,39,0
9/29/2020,36,0
9/30/2020,41,1
10/1/2020,41,0
10/2/2020,69,1
10/3/2020,61,0
10/4/2020,74,1
10/5/2020,58,0
10/6/2020,51,0
10/7/2020,56,1
10/8/2020,46,0
10/9/2020,39,0
10/10/2020,46,1
10/11/2020,36,0
10/12/2020,76,1
10/13/2020,35,0
10/14/2020,38,1
10/15/2020,38,0
10/16/2020,39,1
10/17/2020,38,0
10/18/2020,55,1
10/19/2020,55,0
10/20/2020,39,0
10/21/2020,100,1
10/22/2020,41,0
10/23/2020,45,1
10/24/2020,59,1
10/25/2020,24,0
10/26/2020,76,1
10/27/2020,69,0
10/28/2020,52,0
10/29/2020,76,1
10/30/2020,34,0
10/31/2020,35,1
